cod_obj,cod_prov,nomb_prov,cod_dist,nomb_dist,cod_corr,nomb_corr,ley,ley_modi,gace,gace_modi,uso,Shape_Length,Shape_Area
,04,Chiriquí,0405,Bugaba,040502,Aserrío de Gariché,LEY N° 1 del 27 de octubre de 1982,LEY N° 10 del 14 de febrero de 2018,GA 20047,GA 28465-A,Tierra,46417.899810037619318,52531430.826602816581726
,04,Chiriquí,0405,Bugaba,040503,Bugaba,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,21639.945593385036773,13103206.945134555920959
,04,Chiriquí,0405,Bugaba,040505,Gómez,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,42396.352045769483084,40216370.326725549995899
,04,Chiriquí,0405,Bugaba,040506,La Estrella,LEY N° 1 del 27 de octubre de 1982,LEY Nº 41 del 30 de abril de 2003,GA 20047,GA 24794,Tierra,54560.894590678835812,49243962.561378665268421
,04,Chiriquí,0405,Bugaba,040507,San Andrés,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,56991.922347278909001,65455384.971658088266850
,04,Chiriquí,0405,Bugaba,040508,Santa Marta,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,48724.088709814204776,30148567.309894561767578
,04,Chiriquí,0405,Bugaba,040509,Santa Rosa,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,48046.751146345392044,47523178.994475550949574
,04,Chiriquí,0405,Bugaba,040510,Santo Domingo,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,40204.590828610031167,50991515.885072089731693
,04,Chiriquí,0405,Bugaba,040511,Sortová,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,41048.257965346085257,33570865.758473061025143
,04,Chiriquí,0405,Bugaba,040513,El Bongo,LEY N° 1 del 27 de octubre de 1982,LEY N° 5 del 19 de enero de 1998,GA 20047,GA 23464,Tierra,37492.542769523162860,41573529.706637531518936
,04,Chiriquí,0405,Bugaba,040514,Solano,LEY N° 55 del 13 de septiembre de 2013,N/A,GA 27374,N/A,Tierra,9323.950920758328721,2889631.482608763035387
,04,Chiriquí,0405,Bugaba,040515,San Isidro,LEY N° 10 del 14 de febrero de 2018,N/A,GA 28465-A,N/A,Tierra,46441.681390209909296,47095083.865444846451283
,04,Chiriquí,0406,David,040601,David ,LEY N° 1 del 27 de octubre de 1982,LEY N° 9 del 14 de febrero de 2018,GA 20047,GA 28465-A,Tierra,23735.101171226619044,15655230.886857144534588
,04,Chiriquí,0406,David,040602,Bijagual,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,60216.795656377405976,83819119.768291890621185
,04,Chiriquí,0406,David,040603,Cochea,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,73790.531360087639769,58696077.498725220561028
,04,Chiriquí,0406,David,040604,Chiriquí,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,82721.964370893634623,213560108.779871404170990
,04,Chiriquí,0406,David,040605,Guacá,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,85493.534397900060867,63521468.422347143292427
,04,Chiriquí,0406,David,040606,Las Lomas,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,56435.738528141315328,77095696.222991466522217
,04,Chiriquí,0406,David,040607,Pedregal,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,297191.008433079521637,159389487.584227055311203
,04,Chiriquí,0406,David,040608,San Carlos,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,66070.567563493415946,49579672.817354261875153
,04,Chiriquí,0406,David,040609,San Pablo Nuevo,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,70782.245334768507746,59057979.056829638779163
,04,Chiriquí,0406,David,040610,San Pablo Viejo,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,45652.144327192108904,59367560.306653499603271
,04,Chiriquí,0406,David,040611,David Este,LEY N° 9 del 14 de febrero de 2018,N/A,GA 28465-A,N/A,Tierra,42737.326697898133716,28949832.109199795871973
,04,Chiriquí,0406,David,040612,David Sur,LEY N° 9 del 14 de febrero de 2018,N/A,GA 28465-A,N/A,Tierra,28434.855925274681795,23684108.734084926545620
,04,Chiriquí,0407,Dolega,040701,Dolega ,LEY N° 1 del 27 de octubre de 1982,LEY N° 43 del 5 de agosto de 2002,GA 20047,GA 24613,Tierra,48532.126632982006413,26641759.501095321029425
,04,Chiriquí,0407,Dolega,040702,Dos Ríos,LEY N° 1 del 27 de octubre de 1982,LEY N° 43 del 5 de agosto de 2002,GA 20047,GA 24613,Tierra,36696.894440769254288,18248082.490700662136078
,04,Chiriquí,0407,Dolega,040703,Los Anastacios,LEY N° 1 del 27 de octubre de 1982,LEY N° 43 del 5 de agosto de 2002,GA 20047,GA 24613,Tierra,21425.253090030259045,10835624.951810766011477
,04,Chiriquí,0407,Dolega,040704,Potrerillos,LEY N° 1 del 27 de octubre de 1982,LEY N° 43 del 5 de agosto de 2002,GA 20047,GA 24613,Tierra,44516.599834138243750,55336150.334549471735954
,04,Chiriquí,0407,Dolega,040705,Potrerillos Abajo,LEY N° 1 del 27 de octubre de 1982,LEY N° 43 del 5 de agosto de 2002,GA 20047,GA 24613,Tierra,44448.763342875543458,34488896.212477080523968
,04,Chiriquí,0407,Dolega,040706,Rovira,LEY N° 1 del 27 de octubre de 1982,LEY N° 43 del 5 de agosto de 2002,GA 20047,GA 24613,Tierra,60040.617728386103408,45031876.120570339262486
,04,Chiriquí,0407,Dolega,040707,Tinajas,LEY N° 1 del 27 de octubre de 1982,LEY N° 43 del 5 de agosto de 2002,GA 20047,GA 24613,Tierra,42591.560177008679602,31091862.519101098179817
,04,Chiriquí,0407,Dolega,040708,Los Algarrobos,LEY N° 1 del 27 de octubre de 1982,LEY N° 43 del 5 de agosto de 2002,GA 20047,GA 24613,Tierra,43394.116483226724085,29715028.470719512552023
,04,Chiriquí,0408,Gualaca,040801,Gualaca,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,88779.376989315074752,233835802.983240008354187
,04,Chiriquí,0408,Gualaca,040802,Hornito,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Masa de Agua - Lago,70699.817296044857358,7918442.184875973500311
,04,Chiriquí,0408,Gualaca,040803,Los Ángeles,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,60279.976442373830650,80288346.502677991986275
,04,Chiriquí,0408,Gualaca,040804,Paja de Sombrero,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,48939.421892471618776,65451200.588494904339314
,04,Chiriquí,0408,Gualaca,040805,Rincón,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,48029.815407420319389,65916748.793618731200695
,04,Chiriquí,0409,Remedios,040901,Remedios ,LEY N° 1 del 27 de octubre de 1982,LEY Nº 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,64846.032558135164436,46953460.722444660961628
,04,Chiriquí,0409,Remedios,040902,El Nancito,LEY N° 1 del 27 de octubre de 1982,N/A,GA 20047,N/A,Tierra,40058.058796027122298,34868006.013065569102764
,04,Chiriquí,0409,Remedios,040903,El Porvenir,LEY Nº 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,32247.236659293161210,28003935.034231860190630
,04,Chiriquí,0409,Remedios,040904,El Puerto,LEY N° 69 del 28 de octubre de 1998,LEY N° 43 del 5 de agosto de 2002,GA 23664,GA 24613,Tierra,54119.216292162083846,36649173.159963980317116
,04,Chiriquí,0409,Remedios,040905,Santa Lucía,LEY Nº 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,39023.258847928918840,25745883.959262724965811
",04,Chiriquí,0410,Renacimiento,041003,Cañas Gordas,LEY N° 2 del 16 de septiembre de 1938,""LEY N° 1 del 27 de octubre de 1982, LEY N° 41 del 30 de abril  de 2003"",GA 07873,""GA 20047, GA 24794"",Tierra,48608.569139570747211,60807545.495246559381485"
,04,Chiriquí,0410,Renacimiento,041004,Monte Lirio,LEY N° 41 del 30 de abril de 2003,N/A,GA 24794,N/A,Tierra,44705.809267831442412,45958073.002326972782612
,04,Chiriquí,0410,Renacimiento,041005,Plaza Caisán,LEY N° 1 del 27 de octubre de 1982,LEY N° 41 del 30 de abril de 2003,GA 20047,GA 24794,Tierra,63627.532923857841524,96586086.387027859687805
,04,Chiriquí,0410,Renacimiento,041006,Santa Cruz,LEY N° 1 del 27 de octubre de 1982,LEY N° 41 del 30 de abril de 2003,GA 20047,GA 24794,Tierra,48044.068377909839910,59481019.269718199968338
,04,Chiriquí,0410,Renacimiento,041007,Dominical,LEY N° 41 del 30 de abril de 2003,N/A,GA 24794,N/A,Tierra,53096.517789927034755,82707027.289612606167793
,04,Chiriquí,0410,Renacimiento,041008,Santa Clara,LEY N° 41 del 30 de abril de 2003,N/A,GA 24794,N/A,Tierra,66782.167124016865273,69764933.354919090867043
",04,Chiriquí,0411,San Félix,041101,Las Lajas ,LEY N° 1 del 27 de octubre de 1982,""LEY Nº 69 del 28 de octubre de 1998, LEY Nº 41 del 30 de Abril de 2003"",GA 20047,""GA 23664, GA 24794"",Tierra,49098.095292556252389,58306116.247069410979748"
,04,Chiriquí,0411,San Félix,041102,Juay ,LEY N° 1 del 27 de octubre de 1982,LEY Nº 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,50366.530290526134195,33931045.927668899297714
,04,Chiriquí,0411,San Félix,041103,Lajas Adentro,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,46047.363244435786328,18736512.850367933511734
,04,Chiriquí,0411,San Félix,041104,San Félix,LEY N° 1 del 27 de octubre de 1982,LEY Nº 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,47775.049093201429059,56510235.994574487209320
,04,Chiriquí,0411,San Félix,041105,Santa Cruz,LEY N° 58 del 29 de julio de 1998,LEY Nº 41 del 30 de abril de 2003,GA 23602,GA 24794,Tierra,42948.765456295295735,58865156.610752061009407
,04,Chiriquí,0412,San Lorenzo,041201,Horconcitos ,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,67046.330339221967733,77915746.790006130933762
,04,Chiriquí,0412,San Lorenzo,041202,Boca Chica,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,217236.752723422716372,115835828.685865700244904
,04,Chiriquí,0412,San Lorenzo,041203,Boca del Monte,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,114915.990591511057573,246476633.880747437477112
,04,Chiriquí,0412,San Lorenzo,041204,San Juan,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,72435.789475814730395,109584559.120960906147957
,04,Chiriquí,0412,San Lorenzo,041205,San Lorenzo,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,141185.507447816926287,138968591.287047386169434
,04,Chiriquí,0413,Tolé,041301,Tolé ,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,62700.755148069583811,78455931.283985644578934
,04,Chiriquí,0413,Tolé,041302,Bella Vista,LEY N° 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,34299.069974158592231,38564191.659579753875732
,04,Chiriquí,0413,Tolé,041303,Cerro Viejo,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,114856.320022578860517,58505590.677911281585693
,04,Chiriquí,0413,Tolé,041304,El Cristo,LEY N° 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,43516.858346357585106,31923594.267576925456524
,04,Chiriquí,0413,Tolé,041305,Justo Fidel Palacios,LEY N° 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,36326.297730685619172,26344438.550210464745760
,04,Chiriquí,0413,Tolé,041306,Lajas de Tolé,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,47792.602009257774625,70785536.622354984283447
,04,Chiriquí,0413,Tolé,041307,Potrero de Caña,LEY N° 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,48154.717468626571645,19096853.043027967214584
,04,Chiriquí,0413,Tolé,041308,Quebrada de Piedra,LEY N° 1 del 27 de octubre de 1982,LEY N° 69 del 28 de octubre de 1998,GA 20047,GA 23664,Tierra,97344.206372944085160,111823116.578368574380875
,04,Chiriquí,0413,Tolé,041309,Veladero,LEY N° 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,51419.665735214330198,49393623.153863601386547
,04,Chiriquí,0414,Tierras Altas,041401,Volcán ,LEY N° 1 del 27 de octubre de 1982,LEY N° 55 del 13 de septiembre de 2013,GA 20047,GA 27374,Tierra,67300.447844700553105,90125895.617622226476669
,04,Chiriquí,0414,Tierras Altas,041402,Cerro Punta,LEY N° 1 del 27 de octubre de 1982,LEY N° 55 del 13 de septiembre de 2013,GA 20047,GA 27374,Tierra,40925.617314877068566,73150030.104098498821259
,04,Chiriquí,0414,Tierras Altas,041403,Cuesta de Piedra,LEY N° 55 del 13 de septiembre de 2013,N/A,GA 27374,N/A,Tierra,34025.726239194453228,28903050.270525086671114
,04,Chiriquí,0414,Tierras Altas,041404,Nueva California,LEY N° 55 del 13 de septiembre de 2013,N/A,GA 27374,N/A,Tierra,57998.919226281192095,123078869.057056769728661
,04,Chiriquí,0414,Tierras Altas,041405,Paso Ancho,LEY N° 55 del 13 de septiembre de 2013,N/A,GA 27374,N/A,Tierra,39423.333839532264392,44526497.948255077004433
,05,Darién,0501,Chepigana,050103,Chepigana,LEY N° 1 del 27 de octubre de 1982,LEY N° 58 del 29 de julio de 1998,GA 19965,GA 23602,Tierra,101547.800767692402587,270436826.457006394863129
,05,Darién,0501,Chepigana,050105,Jaqué,LEY N° 1 del 27 de octubre de 1982,LEY N° 22 del 8 de noviembre de 1983,GA 19965,GA 19976,Tierra,239895.552188916393789,1095702316.175354719161987
,05,Darién,0501,Chepigana,050106,Puerto Piña,LEY N° 1 del 27 de octubre de 1982,LEY N° 22 del 8 de noviembre de 1983,GA 19965,GA 19976,Tierra,268373.671754747396335,300387842.127356827259064
,05,Darién,0501,Chepigana,050109,Sambú,LEY N° 1 del 27 de octubre de 1982,LEY N° 22 del 8 de noviembre de 1983,GA 19965,GA 19976,Tierra,40839.211971212767821,37655641.622600078582764
,05,Darién,0501,Chepigana,050110,Setegantí,LEY N° 1 del 27 de octubre de 1982,LEY N° 58 del 29 de julio de 1998,GA 19965,GA 23602,Tierra,65962.119468696808326,95611283.134194627404213
,05,Darién,0501,Chepigana,050111,Taimatí,LEY N° 1 del 27 de octubre de 1982,LEY N° 22 del 8 de noviembre de 1983,GA 19965,GA 19976,Tierra,130688.306395153020276,196770045.867080241441727
,05,Darién,0501,Chepigana,050112,Tucutí,LEY N° 1 del 27 de octubre de 1982,LEY N° 22 del 8 de noviembre de 1983,GA 19965,GA 19976,Tierra,239950.561521822819486,1351187545.596344709396362
,05,Darién,0502,Pinogana,050201,El Real de Santa María ,LEY N° 1 del 27 de octubre de 1982,N/A,GA 19965,N/A,Tierra,79282.323877360598999,118011294.993786916136742
,05,Darién,0502,Pinogana,050202,Boca de Cupe,LEY N° 1 del 27 de octubre de 1982,N/A,GA 19965,N/A,Tierra,242785.860060475330101,708427891.207042455673218
,05,Darién,0502,Pinogana,050203,Paya,LEY N° 1 del 27 de octubre de 1982,N/A,GA 19965,N/A,Tierra,247204.712314129690640,1133063435.829398393630981
,05,Darién,0502,Pinogana,050204,Pinogana,LEY N° 1 del 27 de octubre de 1982,LEY N° 22 del 8 de noviembre de 1983,GA 19965,GA 19976,Tierra,55621.556015489870333,53906003.684507273137569
,05,Darién,0502,Pinogana,050205,Púcuro,LEY N° 1 del 27 de octubre de 1982,N/A,GA 19965,N/A,Tierra,46815.518573291134089,98461761.144763708114624
",05,Darién,0502,Pinogana,050207,Yaviza,LEY N° 1 del 27 de octubre de 1982,""LEY N° 22 del 8 noviembre de 1983, LEY N° 58 del 29 de julio de 1998, LEY N° 57 del 14 de julio de 2017"",GA 19965,""GA 19976, GA 23602, GA 28322-A"",Tierra,129613.648706748965196,424933173.617033600807190"
",05,Darién,0503,Santa Fe,050307,Río Congo,LEY N° 58 del 29 de julio de 1998,LEY N° 57 del 14 de julio de 2017,GA 19965,""GA 23602, 28322-A"",Tierra,268263.698419943917543,539560482.708606958389282"
,05,Darién,0503,Santa Fe,050314,Cucunatí,LEY N° 58 del 29 de julio de 1998,LEY N° 57 del 14 de julio de 2017,GA 23602,GA 28322-A,Tierra,119457.147030153952073,199803537.743845224380493
,05,Darién,0503,Santa Fe,050315,Río Congo Arriba,LEY N° 58 del 29 de julio de 1998,LEY N° 57 del 14 de julio de 2017,GA 23602,GA 28322-A,Tierra,108153.106046740402235,313420709.664143025875092
,05,Darién,0503,Santa Fe,050316,Santa Fe ,LEY N° 58 del 29 de julio de 1998,LEY N° 57 del 14 de julio de 2017,GA 23602,GA 28322-A,Tierra,194949.864372578333132,432750892.614856243133545
,06,Herrera,0601,Chitré,060101,Chitré ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,16144.326128749444251,12810412.298392161726952
,06,Herrera,0601,Chitré,060102,La Arena,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,30336.637506746028521,27645165.903910238295794
,06,Herrera,0601,Chitré,060103,Monagrillo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,36261.333924575905257,27927968.078272081911564
,06,Herrera,0601,Chitré,060104,Llano Bonito,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,20996.936613259818841,11560716.312565041705966
,06,Herrera,0601,Chitré,060105,San Juan Bautista,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,21225.657564142231422,8450345.702418778091669
",06,Herrera,0602,Las Minas,060201,Las Minas ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 de 30 del abril de 2003, LEY N° 37 del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,53361.127223302115453,57255576.058543816208839"
",06,Herrera,0602,Las Minas,060202,Chepo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 de 30 del abril de 2003, LEY N° 37 del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,64626.912368991528638,142008718.130097478628159"
",06,Herrera,0602,Las Minas,060203,Chumical,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 del 30 de abril de 2003, LEY N° 37 del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,25841.912834237624338,24915431.093146171420813"
",06,Herrera,0602,Las Minas,060204,El Toro,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 de 30 del abril de 2003, LEY N° 37 del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,55820.687023287733609,83251726.933240845799446"
",06,Herrera,0602,Las Minas,060205,Leones,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 de 30 del abril de 2003, LEY N° 37 del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,51950.329993032566563,72535649.213499382138252"
",06,Herrera,0602,Las Minas,060206,Quebrada del Rosario,LEY N° 58 del 29 de julio de 1998, LEY N° 41 del 30 de abril de 2003,GA 22526,""GA 23602, GA 24794"",Tierra,37251.302053504550713,46217216.741535969078541"
,06,Herrera,0602,Las Minas,060207,Quebrada El Ciprián,LEY N° 41 del 30 de abril de 2003,N/A,GA 24794,N/A,Tierra,37788.803211310390907,42555203.963482327759266
",06,Herrera,0603,Los Pozos,060301,Los Pozos ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003"",GA 22526,""GA 23602, GA 24731"",Tierra,44457.118138335004915,58024092.042895175516605"
",06,Herrera,0603,Los Pozos,060302,El Capurí,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003"",GA 22526,""GA 23602, GA 24731"",Tierra,22685.150812552088610,18321420.595648679882288"
",06,Herrera,0603,Los Pozos,060303,El Calabacito,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003"",GA 22526,""GA 23602, GA 24731"",Tierra,31397.332363731158694,34297880.854916416108608"
",06,Herrera,0603,Los Pozos,060304,El Cedro,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003"",GA 22526,""GA 23602, GA 24731"",Tierra,34690.218173363231472,34051784.825067728757858"
",06,Herrera,0603,Los Pozos,060305,La Arena,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003"",GA 22526,""GA 23602, GA 24731"",Tierra,30497.147723296129698,23792945.979474060237408"
",06,Herrera,0603,Los Pozos,060306,La Pitaloza,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003, LEY N° 37 del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24731, GA 26069"",Tierra,61543.008919073523430,84893491.956593766808510"
",06,Herrera,0603,Los Pozos,060307,Los Cerritos,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003"",GA 22526,""GA 23602, GA 24731"",Tierra,37834.690814561879961,32681663.449493877589703"
",06,Herrera,0603,Los Pozos,060308,Los Cerros de Paja,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003"",GA 22526,""GA 23602, GA 24731"",Tierra,35720.898717108859273,36952260.150663644075394"
,06,Herrera,0603,Los Pozos,060309,Las Llanas,LEY N° 18 del 24 de enero de 2003,N/A,GA 24731,N/A,Tierra,55299.774386080542172,61806197.734995618462563
",06,Herrera,0604,Ocú,060401,Ocú ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 del 30 de abril  de 2003, LEY N° 37  del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,88027.300991054275073,122057296.589725419878960"
",06,Herrera,0604,Ocú,060402,Cerro Largo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 del 30 de abril  de 2003, LEY N° 37  del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,50210.847501694915991,52247921.037958055734634"
",06,Herrera,0604,Ocú,060403,Los Llanos,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 del 30 de abril  de 2003, LEY N° 37 del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,74386.898987690452486,98045401.105199396610260"
",06,Herrera,0604,Ocú,060404,Llano Grande,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 del 30 de abril  de 2003"",GA 22526,""GA 23602, GA 24794"",Tierra,48562.851538522038027,71300545.663945868611336"
",06,Herrera,0604,Ocú,060405,Peña Chatas,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 41 del 30 de abril  de 2003, LEY N° 37  del 24 de junio de 2008"",GA 22526,""GA 23602, GA 24794, GA 26069"",Tierra,65971.614320232038153,88853363.560161083936691"
",06,Herrera,0604,Ocú,060406,El Tijera,LEY N° 58 del 29 de julio de 1998,""LEY N° 41 del 30 de abril de 2003, LEY N° 37 del 24 de junio de 2008"",GA 23602,""GA 24794, GA 26069"",Tierra,48802.713592789841641,66854865.517150916159153"
,06,Herrera,0604,Ocú,060407,Menchaca,LEY N° 41 del 30 de abril de 2003,LEY N° 37 del 24 de junio de 2008,GA 24794,GA 26069,Tierra,50594.335407059617864,66410729.344059728085995
,06,Herrera,0604,Ocú,060408,Entradero del Castillo,LEY N° 30 del 10 de mayo de 2012,N/A,GA 27032-A,N/A,Tierra,58862.941916332943947,52787952.682850211858749
,06,Herrera,0605,Parita,060501,Parita ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,70940.774522377512767,108917333.347933113574982
,06,Herrera,0605,Parita,060502,Cabuya,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,43539.972969383838063,59514324.638922832906246
,06,Herrera,0605,Parita,060503,Los Castillos,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,27674.252521131293179,22565820.802322030067444
,06,Herrera,0605,Parita,060504,Llano de La Cruz,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,21597.293333447792975,10814776.022565027698874
,06,Herrera,0605,Parita,060505,París,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,60341.373273743985919,75957486.266735047101974
,06,Herrera,0605,Parita,060506,Portobelillo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,26765.337676799590554,27112206.599611543118954
,06,Herrera,0605,Parita,060507,Potuga,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,56470.035255455550214,49070416.094166003167629
,06,Herrera,0606,Pesé,060601,Pesé ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1917,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,13940.411814769711782,5480089.263698297552764
