cod_obj,cod_prov,nomb_prov,cod_dist,nomb_dist,cod_corr,nomb_corr,ley,ley_modi,gace,gace_modi,uso,Shape_Length,Shape_Area
,08,Panamá,0808,Panamá,080812,Juan Díaz,LEY Nº 1 del 27 de octubre de 1982,LEY N° 42 del 31 de mayo de 2017,GA 20006,GA 28291-A,Tierra,24258.549401953103370,19807146.051304928958416
,08,Panamá,0808,Panamá,080813,Pedregal,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,28404.702202154654515,28534502.826409511268139
,08,Panamá,0808,Panamá,080824,Caimitillo,LEY Nº 29 del 10 de mayo de 2012,N/A,GA 27032-A,N/A,Masa de Agua - Lago,220110.535354284715140,26978447.807567816227674
,08,Panamá,0808,Panamá,080824,Caimitillo,LEY Nº 29 del 10 de mayo de 2012,N/A,GA 27032-A,N/A,Tierra,360665.145244306069799,893115624.953711032867432
,08,Panamá,0808,Panamá,080815,Chilibre,LEY Nº 29 del 10 de mayo de 2012,N/A,GA 27032-A,N/A,Tierra,75572.343112263857620,58188222.077249094843864
,08,Panamá,0808,Panamá,080816,Las Cumbres,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 42 del 10 de julio de 2009,GA 20006,GA 26323,Tierra,25364.549925504281418,27852281.566205244511366
,08,Panamá,0808,Panamá,080825,Las Garzas,LEY Nº 40 del 31 de mayo de 2017,N/A,GA 28291-A,N/A,Tierra,86045.759178900305415,174807144.467147558927536
,08,Panamá,0808,Panamá,080817,Pacora,LEY Nº 40 del 31 de mayo de 2017,N/A,GA 28291-A,N/A,Tierra,108656.068011665629456,211467424.676088064908981
,08,Panamá,0808,Panamá,080818,San Martín,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,82080.714540185523219,140427913.373803377151489
,08,Panamá,0808,Panamá,080819,Tocumen,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 13 del 6 de febrero de 2002,GA 20006,GA 24490,Tierra,73131.384380245639477,64801886.427590191364288
,08,Panamá,0808,Panamá,080820,Las Mañanitas,LEY Nº 13 del 6 de febrero de 2002,N/A,GA 24490,N/A,Tierra,38929.155240102358221,23930361.800265394151211
,08,Panamá,0808,Panamá,080821,24 de Diciembre,LEY Nº 13 del 6 de febrero de 2002,N/A,GA 24490,N/A,Tierra,71876.043024195168982,81155183.945843204855919
,08,Panamá,0808,Panamá,080822,Alcalde Díaz,LEY Nº 42 del 10 de julio de 2009,N/A,GA 26323,N/A,Tierra,49225.056040457115159,43106343.828521393239498
,08,Panamá,0808,Panamá,080823,Ernesto Córdoba Campos,LEY Nº 42 del 10 de julio de 2009,N/A,GA 26323,N/A,Tierra,35965.457881251939398,29965261.786413010209799
,08,Panamá,0808,Panamá,080826,Don Bosco,LEY N° 42 del 31 de mayo de 2017,N/A,GA 28291-A,N/A,Tierra,24757.345708384571481,16828975.325472291558981
,08,Panamá,0810,San Miguelito,081001,Amelia Denis de Icaza,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 21 del 27 de junio de 2000,GA 20006,GA 24084,Tierra,13336.246806388558980,3784085.883529299870133
,08,Panamá,0810,San Miguelito,081002,Belisario Porras,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 21 del 27 de junio de 2000,GA 20006,GA 24084,Tierra,10220.626002938197416,4003085.531349034048617
,08,Panamá,0810,San Miguelito,081003,José Domingo Espinar,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 21 del 27 de junio de 2000,GA 20006,GA 24084,Tierra,15574.238747568391773,7111442.726140907965600
,08,Panamá,0810,San Miguelito,081004,Mateo Iturralde,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 21 del 27 de junio de 2000,GA 20006,GA 24084,Tierra,4913.378729438726623,989695.048335610539652
,08,Panamá,0810,San Miguelito,081005,Victoriano Lorenzo,LEY Nº 1 del 27 de octubre de 1982,LEY Nº 21 del 27 de junio de 2000,GA 20006,GA 24084,Tierra,8734.630149256207005,2013796.373913004528731
,08,Panamá,0810,San Miguelito,081006,Arnulfo Arias,LEY Nº 21 del 27 de junio de 2000,N/A,GA 24084,N/A,Tierra,10556.596103800271521,3501351.443699286319315
,08,Panamá,0810,San Miguelito,081007,Belisario Frías,LEY Nº 21 del 27 de junio de 2000,N/A,GA 24084,N/A,Tierra,13931.107040643453729,4745708.900489812716842
,08,Panamá,0810,San Miguelito,081008,Omar Torrijos,LEY Nº 21 del 27 de junio de 2000,N/A,GA 24084,N/A,Tierra,19077.066296358942054,10987464.701255664229393
,08,Panamá,0810,San Miguelito,081009,Rufina Alfaro,LEY Nº 21 del 27 de junio de 2000,N/A,GA 24084,N/A,Tierra,19111.193867803634930,12738884.633231626823545
,08,Panamá,0811,Taboga,081101,Taboga ,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,31785.360431321078067,8622936.452856961637735
,08,Panamá,0811,Taboga,081102,Otoque Occidente,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,8101.113045365979815,1655329.079645839054137
,08,Panamá,0811,Taboga,081103,Otoque Oriente,LEY Nº 1 del 27 de octubre de 1982,N/A,GA 20006,N/A,Tierra,11608.511864083702676,1903359.608060856582597
,09,Veraguas,0901,Atalaya,090101,Atalaya ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,41886.991647973671206,47139138.554018147289753
,09,Veraguas,0901,Atalaya,090102,El Barrito,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,20840.422037692856975,24386948.663665521889925
,09,Veraguas,0901,Atalaya,090103,La Montañuela,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,38179.140419545779878,27238804.613389682024717
,09,Veraguas,0901,Atalaya,090104,La Carrillo,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,31913.467240809644863,39422709.001487746834755
,09,Veraguas,0901,Atalaya,090105,San Antonio,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,28689.121589121114084,17921633.081104677170515
,09,Veraguas,0902,Calobre,090201,Calobre ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,62589.831988326070132,78607208.743663057684898
,09,Veraguas,0902,Calobre,090202,Barnizal,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,29029.995188919230714,27387788.431445635855198
,09,Veraguas,0902,Calobre,090203,Chitra,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,51419.211906123586232,109803211.888190761208534
,09,Veraguas,0902,Calobre,090204,El Cocla,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY Nº 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,44963.243800888645637,71745496.187875956296921
,09,Veraguas,0902,Calobre,090205,El Potrero,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,36203.670296393145691,43370803.296635597944260
,09,Veraguas,0902,Calobre,090206,La Laguna,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,53839.959139091253746,84958591.437170535326004
,09,Veraguas,0902,Calobre,090207,La Raya de Calobre,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,43091.022007298000972,33097688.120552506297827
,09,Veraguas,0902,Calobre,090208,La Tetilla,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,41239.238931609776046,54288310.604542061686516
,09,Veraguas,0902,Calobre,090209,La Yeguada,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,82025.504504142634687,128670038.661745861172676
,09,Veraguas,0902,Calobre,090209,La Yeguada,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Masa de Agua - Lago,6858.835019562472553,1315876.856165849603713
,09,Veraguas,0902,Calobre,090210,Las Guías,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,56502.993971902949852,92895908.384674355387688
,09,Veraguas,0902,Calobre,090211,Monjarás,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,35030.163613712975348,42962927.828962355852127
,09,Veraguas,0902,Calobre,090212,San José,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,31147.418500022678927,37336958.616930067539215
",09,Veraguas,0903,Cañazas,090301,Cañazas ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998, LEY N° 37 del 24 de junio del 2008"",GA 22526,""GA 23602, GA 23664, GA 26069"",Tierra,55287.986023660560022,89391012.609433844685555"
",09,Veraguas,0903,Cañazas,090302,Cerro Plata,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998, LEY N° 37 del 24 de junio del 2008"",GA 22526,""GA 23602, GA 23664, GA 26069"",Tierra,77903.638284172469866,98026687.392105385661125"
,09,Veraguas,0903,Cañazas,090303,El Picador,LEY N° 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,111687.342711104924092,153921385.281717538833618
",09,Veraguas,0903,Cañazas,090304,Los Valles,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,69618.618583334275172,82255841.070094972848892"
,09,Veraguas,0903,Cañazas,090305,San José,LEY N° 69 del 28 de octubre de 1998,N/A,GA 23664,N/A,Tierra,155069.186984173808014,146472506.368845403194427
",09,Veraguas,0903,Cañazas,090306,San Marcelo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 43 del 5 de agosto del 2002"",GA 22526,""GA 23602, GA 24613"",Tierra,51103.869905186766118,77872395.799823135137558"
,09,Veraguas,0903,Cañazas,090307,El Aromillo,LEY N° 43 del 5 de agosto de 2002,N/A,GA 24613,N/A,Tierra,46407.249603091593599,65100334.096850000321865
,09,Veraguas,0903,Cañazas,090308,Las Cruces,LEY N° 37 del 24 de junio del 2008,N/A,GA 26069,N/A,Tierra,72962.826087995068519,68884534.456790581345558
",09,Veraguas,0904,La Mesa,090401,La Mesa ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 27 del 5 de junio de 2002"",GA 22526,""GA 25602, GA 24570"",Tierra,93686.301979874624521,165329478.601112186908722"
,09,Veraguas,0904,La Mesa,090402,Bisvalles,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,46263.826087135370472,83384198.763737827539444
,09,Veraguas,0904,La Mesa,090403,Boró,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,44857.426493742525054,72678548.027420192956924
",09,Veraguas,0904,La Mesa,090404,Llano Grande,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 del julio de 1998, LEY N° 27 del 5 de junio de 2002"",GA 22526,""GA 25602, GA 24570"",Tierra,48503.774986903445097,58041863.404871180653572"
",09,Veraguas,0904,La Mesa,090405,San Bartolo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 35 del 10 de mayo 2012"",GA 22526,""GA 23602, GA 27032-B"",Tierra,33435.796027117561607,38605496.216046907007694"
,09,Veraguas,0904,La Mesa,090406,Los Milagros,LEY N° 27 del 5 de junio de 2002,N/A,GA 24570,N/A,Tierra,41603.610188038597698,34818580.343969963490963
,09,Veraguas,0904,La Mesa,090407,El Higo,LEY N° 35 del 10 de mayo de 2012,N/A,GA 27032-B,N/A,Tierra,42974.778907482010254,56908003.129761800169945
",09,Veraguas,0905,Las Palmas,090501,Las Palmas ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998, LEY N° 32 del 10 de mayo del 2012"",GA 22526,""GA 23602, GA 23664, GA 27032-A"",Tierra,73459.513616667332826,73913187.312361940741539"
",09,Veraguas,0905,Las Palmas,090502,Cerro de Casa,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,76090.714605686443974,91367872.740742281079292"
",09,Veraguas,0905,Las Palmas,090503,Corozal,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,33432.289257778204046,40202399.221130274236202"
",09,Veraguas,0905,Las Palmas,090504,El María,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,69234.819516997653409,97203649.071626260876656"
",09,Veraguas,0905,Las Palmas,090505,El Prado,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,70760.608246420786600,41457914.863975845277309"
",09,Veraguas,0905,Las Palmas,090506,El Rincón,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,63309.805067304710974,82362189.889019444584846"
",09,Veraguas,0905,Las Palmas,090507,Lolá,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,47050.310192948170879,39636483.895262032747269"
",09,Veraguas,0905,Las Palmas,090508,Pixvae,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,115005.678202770883217,78774343.080569148063660"
",09,Veraguas,0905,Las Palmas,090509,Puerto Vidal,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,76396.401091180348885,132324866.137427046895027"
",09,Veraguas,0905,Las Palmas,090510,San Martín de Porres,LEY Nº 10 del 7 de Marzo de 1997,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 23242,""GA 23602, GA 23664"",Tierra,54948.049328686756780,26670981.953498188406229"
",09,Veraguas,0905,Las Palmas,090511,Viguí,LEY Nº 10 del 7 de Marzo de 1997,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 23242,""GA 23602, GA 23664"",Tierra,53956.108844221707841,59752960.746769167482853"
",09,Veraguas,0905,Las Palmas,090512,Zapotillo,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 69 del 28 de octubre de 1998"",GA 22526,""GA 23602, GA 23664"",Tierra,100058.517853836514405,194327302.302431851625443"
,09,Veraguas,0905,Las Palmas,090513,Manuel E. Amador Terrero,LEY N° 32 del 10 de mayo de 2012,N/A,GA 27032-A,N/A,Tierra,52665.929341413197108,57201975.504472084343433
",09,Veraguas,0906,Montijo,090601,Montijo ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 27 del 25 de junio de 2001, LEY N° 42 del 30 de abril de 2003"",GA 22526,""GA 23602, GA 24333, GA 24794"",Tierra,35149.322784997995768,36119862.920561626553535"
",09,Veraguas,0906,Montijo,090602,Gobernadora,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 27 del 25 de junio de 2001, LEY Nº 42 del 30 de abril de 2003"",GA 22526,""GA 23602, GA 24333, GA 24794"",Tierra,257201.050278581824386,530719981.851384401321411"
",09,Veraguas,0906,Montijo,090603,La Garceana,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 27 del 25 de junio de 2001, LEY Nº 42 del 30 de abril de 2003"",GA 22526,""GA 23602, GA 24333, GA 24794"",Tierra,28375.233453424236359,28020044.233320437371731"
",09,Veraguas,0906,Montijo,090604,Leones,LEY N° 2 del 29 de abril de 1994,""LEY N° 58 del 29 de julio de 1998, LEY N° 27 del 25 de junio de 2001, LEY N° 42 del 30 de abril de 2003"",GA 22526,""GA 23602, GA 24333, GA 24794"",Tierra,35824.577500996179879,18517374.231797765940428"
",09,Veraguas,0906,Montijo,090605,Pilón,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 27 del 25 de junio de 2001, LEY N° 42 del 30 de abril de 2003"",GA 22526,""GA 23602, GA 24333, GA 24794"",Tierra,31475.809011492074205,26754452.022900421172380"
,09,Veraguas,0906,Montijo,090606,Cébaco,LEY N° 42 del 30 de abril de 2003,N/A,GA 24794,N/A,Tierra,82144.202187974384287,78284491.616255015134811
,09,Veraguas,0906,Montijo,090607,Costa Hermosa,LEY N° 42 del 30 de abril de 2003,N/A,GA 24794,N/A,Tierra,28151.358089165078127,21007904.002666894346476
,09,Veraguas,0906,Montijo,090608,Unión del Norte,LEY Nº 42 del 30 de abril de 2003,N/A,GA 24794,N/A,Tierra,33605.565911084748222,34955351.041372522711754
,09,Veraguas,0907,Río de Jesús,090701,Río de Jesús ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,78226.730618143279571,103389387.791020989418030
,09,Veraguas,0907,Río de Jesús,090702,Las Huacas,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,54130.910971121571492,79770068.433189213275909
,09,Veraguas,0907,Río de Jesús,090703,Los Castillos,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,24176.505280588069581,17516024.284763865172863
,09,Veraguas,0907,Río de Jesús,090704,Utirá,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,50158.554157834951184,49301468.279752269387245
,09,Veraguas,0907,Río de Jesús,090705,Catorce de Noviembre,LEY N° 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,59263.672988740210712,66484789.063952811062336
,09,Veraguas,0908,San Francisco,090801,San Francisco ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,53766.679350989448722,72276792.312023475766182
,09,Veraguas,0908,San Francisco,090802,Corral Falso,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,48759.701830496429466,38312311.487821944057941
,09,Veraguas,0908,San Francisco,090803,Los Hatillos,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,68363.709102803302812,108114256.123120233416557
,09,Veraguas,0908,San Francisco,090804,Remance,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,67782.458748095290503,77276130.418026119470596
",09,Veraguas,0908,San Francisco,090805,San Juan,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 18 del 24 de enero de 2003"",GA 22526,""GA 23602, GA 24731"",Tierra,41880.762055024031724,62825618.044162549078465"
,09,Veraguas,0908,San Francisco,090806,San José,LEY N° 18 del 24 de enero de 2003,N/A,GA 24731,N/A,Tierra,50520.358083594772324,75473439.925550699234009
",09,Veraguas,0909,Santa Fe,090901,Santa Fe ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY Nº 37 del 24 de julio de 2008"",GA 22526,""GA 23602, GA 26069"",Tierra,81047.771944928943412,143334880.582248896360397"
",09,Veraguas,0909,Santa Fe,090902,Calovébora,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 37 del 24 de julio de 2008"",GA 22526,""GA 23602, GA 26069"",Tierra,205549.113492749806028,1128951886.881867647171021"
",09,Veraguas,0909,Santa Fe,090903,El Alto,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 37 del 24 de julio de 2008"",GA 22526,""GA 23602, GA 26069"",Tierra,54391.320803188253194,84061528.817566350102425"
,09,Veraguas,0909,Santa Fe,090904,El Cuay,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY Nº 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,53184.652304312214255,87440748.617036372423172
,09,Veraguas,0909,Santa Fe,090905,El Pantano,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,37690.694446519708436,52470780.940788723528385
,09,Veraguas,0909,Santa Fe,090906,Gatú o Gatucito,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY Nº 37 del 24 de julio de 2008,GA 22526,GA 26069,Tierra,47569.251311118256126,63873931.937404789030552
,09,Veraguas,0909,Santa Fe,090907,Río Luis,LEY Nº 58 del 29 de julio de 1998,N/A,GA 23602,N/A,Tierra,99150.005874604132259,257503337.561539143323898
,09,Veraguas,0909,Santa Fe,090908,Rubén Cantú,LEY Nº 37 del 24 de julio de 2008,N/A,GA 26069,N/A,Tierra,49545.212245592010731,103489492.036673486232758
",09,Veraguas,0910,Santiago,091001,Santiago ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 53 del 22 de noviembre de 2002, LEY N° 68 del 30 de octubre  de 2017"",GA 22526,""GA 23602, GA 24692, GA 28397-C"",Tierra,28317.421406322515395,28684925.789584357291460"
,09,Veraguas,0910,Santiago,091002,La Colorada,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,47967.614848150791659,46502465.418829724192619
,09,Veraguas,0910,Santiago,091003,La Peña,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,76607.347902008492383,117081651.171445295214653
,09,Veraguas,0910,Santiago,091004,La Raya de Santa María,LEY Nº 53 del 22 de diciembre de 2002,N/A,GA 24692,N/A,Tierra,50637.731683627804159,67302992.126728281378746
",09,Veraguas,0910,Santiago,091005,Ponuga,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,""LEY N° 58 del 29 de julio de 1998, LEY N° 37 del 24 de junio de 2008"",GA 22526,""GA 23602, GA 26069"",Tierra,86414.380927702630288,142739704.208453536033630"
,09,Veraguas,0910,Santiago,091006,San Pedro del Espino,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA  23602,Tierra,38581.660971465513285,23383703.847800824791193
",09,Veraguas,0910,Santiago,091007,Canto del Llano,LEY N° 1 del 7 de  enero de 1993,""LEY N° 58 del 29 de julio de 1998, LEY N° 53 del 22 de noviembre de 2002"",GA 22203,""GA 23602, GA 24692"",Tierra,59287.389539368836267,65819544.838704667985439"
,09,Veraguas,0910,Santiago,091008,Los Algarrobos,LEY Nº 58 del 29 de julio de 1998,LEY N° 53 del 22 de noviembre de 2002,GA 23602,GA 24692,Tierra,46050.832274615793722,63304225.421657279133797
,09,Veraguas,0910,Santiago,091009,Carlos Santana Ávila,LEY Nº 53 del 22 de noviembre de 2002,N/A,GA 24692,N/A,Tierra,66327.768304071913008,67386767.969241425395012
,09,Veraguas,0910,Santiago,091010,Edwin Fábrega,LEY Nº 53 del 22 de noviembre de 2002,N/A,GA 24692,N/A,Tierra,28866.991833505260729,35075177.664749041199684
,09,Veraguas,0910,Santiago,091011,San Martín de Porres,LEY Nº 53 del 22 de noviembre de 2002,N/A,GA 24692,N/A,Tierra,11562.258077342328761,5273758.437429939396679
,09,Veraguas,0910,Santiago,091012,Urracá,LEY Nº 53 del 22 de noviembre de 2002,N/A,GA 24692,N/A,Tierra,61246.615365153571474,73567507.272890001535416
,09,Veraguas,0910,Santiago,091013,Rodrigo Luque,LEY N° 21 del 16 de octubre de 2014,N/A,GA 27644-A,N/A,Tierra,22234.543865381765499,16904717.800450347363949
,09,Veraguas,0910,Santiago,091014,Nuevo Santiago,LEY N° 68 del 30 de octubre de 2017,N/A,GA 28397-C,N/A,Tierra,28129.726443614636082,23451052.016575835645199
,09,Veraguas,0910,Santiago,091015,Santiago Este,LEY N° 68 del 30 de octubre de 2017,N/A,GA 28397-C,N/A,Tierra,38198.008881270900019,28615358.084345839917660
,09,Veraguas,0910,Santiago,091016,Santiago Sur,LEY N° 68 del 30 de octubre de 2017,N/A,GA 28397-C,N/A,Tierra,76844.906077343926881,169401011.436444342136383
,09,Veraguas,0911,Soná,091101,Soná ,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,44129.072022843494778,69504341.018884241580963
,09,Veraguas,0911,Soná,091102,Bahía Honda,LEY N° 2 del 21 de octubre de 1981 (derogada) Código Administrativo 1916,LEY N° 58 del 29 de julio de 1998,GA 22526,GA 23602,Tierra,176560.827681524067884,173085051.070085227489471
